county_fips,state_abbrev,county_name,climate_zone
40081,OK,Lincoln County,3A
40083,OK,Logan County,3A
40085,OK,Love County,3A
40087,OK,McClain County,3A
40089,OK,McCurtain County,3A
40091,OK,McIntosh County,3A
40093,OK,Major County,3A
40095,OK,Marshall County,3A
40097,OK,Mayes County,3A
40099,OK,Murray County,3A
40101,OK,Muskogee County,3A
40103,OK,Noble County,3A
40105,OK,Nowata County,3A
40107,OK,Okfuskee County,3A
40109,OK,Oklahoma County,3A
40111,OK,Okmulgee County,3A
40113,OK,Osage County,3A
40115,OK,Ottawa County,3A
40117,OK,Pawnee County,3A
40119,OK,Payne County,3A
40121,OK,Pittsburg County,3A
40123,OK,Pontotoc County,3A
40125,OK,Pottawatomie County,3A
40127,OK,Pushmataha County,3A
40129,OK,Roger Mills County,3A
40131,OK,Rogers County,3A
40133,OK,Seminole County,3A
40135,OK,Sequoyah County,3A
40137,OK,Stephens County,3A
40139,OK,Texas County,3A
40141,OK,Tillman County,3A
40143,OK,Tulsa County,3A
40145,OK,Wagoner County,3A
40147,OK,Washington County,3A
40149,OK,Washita County,3A
40151,OK,Woods County,3A
40153,OK,Woodward County,3A
41001,OR,Baker County,5B
41003,OR,Benton County,4C
41005,OR,Clackamas County,4C
41007,OR,Clatsop County,4C
41009,OR,Columbia County,4C
41011,OR,Coos County,4C
41013,OR,Crook County,5B
41015,OR,Curry County,4C
41017,OR,Deschutes County,5B
41019,OR,Douglas County,4C
41021,OR,Gilliam County,5B
41023,OR,Grant County,5B
41025,OR,Harney County,5B
41027,OR,Hood River County,4C
41029,OR,Jackson County,4C
41031,OR,Jefferson County,5B
41033,OR,Josephine County,4C
41035,OR,Klamath County,4C
41037,OR,Lake County,5B
41039,OR,Lane County,4C
41041,OR,Lincoln County,4C
41043,OR,Linn County,4C
41045,OR,Malheur County,5B
41047,OR,Marion County,4C
41049,OR,Morrow County,5B
41051,OR,Multnomah County,4C
41053,OR,Polk County,4C
41055,OR,Sherman County,5B
41057,OR,Tillamook County,4C
41059,OR,Umatilla County,5B
41061,OR,Union County,5B
41063,OR,Wallowa County,5B
41065,OR,Wasco County,5B
41067,OR,Washington County,4C
41069,OR,Wheeler County,5B
41071,OR,Yamhill County,4C
42001,PA,Adams County,5A
42003,PA,Allegheny County,5A
42005,PA,Armstrong County,5A
42007,PA,Beaver County,5A
42009,PA,Bedford County,5A
42011,PA,Berks County,5A
42013,PA,Blair County,5A
42015,PA,Bradford County,5A
42017,PA,Bucks County,5A
42019,PA,Butler County,5A
42021,PA,Cambria County,5A
42023,PA,Cameron County,5A
42025,PA,Carbon County,5A
42027,PA,Centre County,5A
42029,PA,Chester County,5A
42031,PA,Clarion County,5A
42033,PA,Clearfield County,5A
42035,PA,Clinton County,5A
42037,PA,Columbia County,5A
42039,PA,Crawford County,5A
42041,PA,Cumberland County,5A
42043,PA,Dauphin County,5A
42045,PA,Delaware County,5A
42047,PA,Elk County,5A
42049,PA,Erie County,5A
42051,PA,Fayette County,5A
42053,PA,Forest County,5A
42055,PA,Franklin County,5A
42057,PA,Fulton County,5A
42059,PA,Greene County,5A
42061,PA,Huntingdon County,5A
42063,PA,Indiana County,5A
42065,PA,Jefferson County,5A
42067,PA,Juniata County,5A
42069,PA,Lackawanna County,5A
42071,PA,Lancaster County,5A
42073,PA,Lawrence County,5A
42075,PA,Lebanon County,5A
42077,PA,Lehigh County,5A
42079,PA,Luzerne County,5A
42081,PA,Lycoming County,5A
42083,PA,McKean County,5A
42085,PA,Mercer County,5A
42087,PA,Mifflin County,5A
42089,PA,Monroe County,5A
42091,PA,Montgomery County,5A
42093,PA,Montour County,5A
42095,PA,Northampton County,5A
42097,PA,Northumberland County,5A
42099,PA,Perry County,5A
42101,PA,Philadelphia County,5A
42103,PA,Pike County,5A
42105,PA,Potter County,5A
42107,PA,Schuylkill County,5A
42109,PA,Snyder County,5A
42111,PA,Somerset County,5A
42113,PA,Sullivan County,5A
42115,PA,Susquehanna County,5A
42117,PA,Tioga County,5A
42119,PA,Union County,5A
42121,PA,Venango County,5A
42123,PA,Warren County,5A
42125,PA,Washington County,5A
42127,PA,Wayne County,5A
42129,PA,Westmoreland County,5A
42131,PA,Wyoming County,5A
42133,PA,York County,5A
44001,RI,Bristol County,5A
44003,RI,Kent County,5A
44005,RI,Newport County,5A
44007,RI,Providence County,5A
44009,RI,Washington County,5A
45001,SC,Abbeville County,3A
45003,SC,Aiken County,3A
45005,SC,Allendale County,3A
45007,SC,Anderson County,3A
45009,SC,Bamberg County,3A
45011,SC,Barnwell County,3A
45013,SC,Beaufort County,3A
45015,SC,Berkeley County,3A
45017,SC,Calhoun County,3A
45019,SC,Charleston County,3A
45021,SC,Cherokee County,3A
45023,SC,Chester County,3A
45025,SC,Chesterfield County,3A
45027,SC,Clarendon County,3A
45029,SC,Colleton County,3A
45031,SC,Darlington County,3A
45033,SC,Dillon County,3A
45035,SC,Dorchester County,3A
45037,SC,Edgefield County,3A
45039,SC,Fairfield County,3A
45041,SC,Florence County,3A
45043,SC,Georgetown County,3A
45045,SC,Greenville County,3A
45047,SC,Greenwood County,3A
45049,SC,Hampton County,3A
45051,SC,Horry County,3A
45053,SC,Jasper County,3A
45055,SC,Kershaw County,3A
45057,SC,Lancaster County,3A
45059,SC,Laurens County,3A
45061,SC,Lee County,3A
45063,SC,Lexington County,3A
45065,SC,McCormick County,3A
45067,SC,Marion County,3A
45069,SC,Marlboro County,3A
45071,SC,Newberry County,3A
45073,SC,Oconee County,3A
45075,SC,Orangeburg County,3A
45077,SC,Pickens County,3A
45079,SC,Richland County,3A
45081,SC,Saluda County,3A
45083,SC,Spartanburg County,3A
45085,SC,Sumter County,3A
45087,SC,Union County,3A
45089,SC,Williamsburg County,3A
45091,SC,York County,3A
46003,SD,Aurora County,6A
46005,SD,Beadle County,6A
46007,SD,Bennett County,7
46009,SD,Bon Homme County,6A
46011,SD,Brookings County,6A
46013,SD,Brown County,6A
46015,SD,Brule County,6A
46017,SD,Buffalo County,6A
46019,SD,Butte County,6A
46021,SD,Campbell County,6A
46023,SD,Charles Mix County,6A
46025,SD,Clark County,6A
46027,SD,Clay County,6A
46029,SD,Codington County,6A
46031,SD,Corson County,7
46033,SD,Custer County,6A
46035,SD,Davison County,6A
46037,SD,Day County,7
46039,SD,Deuel County,6A
46041,SD,Dewey County,7
46043,SD,Douglas County,6A
46045,SD,Edmunds County,7
46047,SD,Fall River County,6A
46049,SD,Faulk County,6A
46051,SD,Grant County,6A
46053,SD,Gregory County,6A
46055,SD,Haakon County,7
46057,SD,Hamlin County,6A
46059,SD,Hand County,7
46061,SD,Hanson County,6A
46063,SD,Harding County,6A
46065,SD,Hughes County,6A
46067,SD,Hutchinson County,6A
46069,SD,Hyde County,7
46071,SD,Jackson County,7
46073,SD,Jerauld County,6A
46075,SD,Jones County,7
46077,SD,Kingsbury County,6A
46079,SD,Lake County,6A
46081,SD,Lawrence County,6A
46083,SD,Lincoln County,6A
46085,SD,Lyman County,6A
46087,SD,McCook County,6A
46089,SD,McPherson County,6A
46091,SD,Marshall County,7
46093,SD,Meade County,6A
46095,SD,Mellette County,7
46097,SD,Miner County,6A
46099,SD,Minnehaha County,7
46101,SD,Moody County,6A
46102,SD,Oglala Lakota County,6A
46103,SD,Pennington County,6A
46105,SD,Perkins County,7
46107,SD,Potter County,6A
46109,SD,Roberts County,6A
46111,SD,Sanborn County,6A
46115,SD,Spink County,6A
46117,SD,Stanley County,7
46119,SD,Sully County,6A
46121,SD,Todd County,7
46123,SD,Tripp County,7
46125,SD,Turner County,6A
46127,SD,Union County,7
46129,SD,Walworth County,6A
46135,SD,Yankton County,6A
46137,SD,Ziebach County,7
47001,TN,Anderson County,4A
47003,TN,Bedford County,4A
47005,TN,Benton County,4A
47007,TN,Bledsoe County,4A
47009,TN,Blount County,4A
47011,TN,Bradley County,4A
47013,TN,Campbell County,4A
47015,TN,Cannon County,4A
47017,TN,Carroll County,4A
47019,TN,Carter County,4A
47021,TN,Cheatham County,4A
47023,TN,Chester County,4A
47025,TN,Claiborne County,4A
47027,TN,Clay County,4A
47029,TN,Cocke County,4A
47031,TN,Coffee County,4A
47033,TN,Crockett County,4A
47035,TN,Cumberland County,4A
47037,TN,Davidson County,4A
47039,TN,Decatur County,4A
47041,TN,DeKalb County,4A
47043,TN,Dickson County,4A
47045,TN,Dyer County,4A
47047,TN,Fayette County,4A
47049,TN,Fentress County,4A
47051,TN,Franklin County,4A
47053,TN,Gibson County,4A
47055,TN,Giles County,4A
47057,TN,Grainger County,4A
47059,TN,Greene County,4A
47061,TN,Grundy County,4A
47063,TN,Hamblen County,4A
47065,TN,Hamilton County,4A
47067,TN,Hancock County,4A
47069,TN,Hardeman County,4A
47071,TN,Hardin County,4A
47073,TN,Hawkins County,4A
47075,TN,Haywood County,4A
47077,TN,Henderson County,4A
47079,TN,Henry County,4A
47081,TN,Hickman County,4A
47083,TN,Houston County,4A
47085,TN,Humphreys County,4A
47087,TN,Jackson County,4A
47089,TN,Jefferson County,4A
47091,TN,Johnson County,4A
47093,TN,Knox County,4A
47095,TN,Lake County,4A
47097,TN,Lauderdale County,4A
47099,TN,Lawrence County,4A
47101,TN,Lewis County,4A
47103,TN,Lincoln County,4A
47105,TN,Loudon County,4A
47107,TN,McMinn County,4A
47109,TN,McNairy County,4A
47111,TN,Macon County,4A
47113,TN,Madison County,4A
47115,TN,Marion County,4A
47117,TN,Marshall County,4A
47119,TN,Maury County,4A
47121,TN,Meigs County,4A
47123,TN,Monroe County,4A
47125,TN,Montgomery County,4A
47127,TN,Moore County,4A
47129,TN,Morgan County,4A
47131,TN,Obion County,4A
47133,TN,Overton County,4A
47135,TN,Perry County,4A
47137,TN,Pickett County,4A
47139,TN,Polk County,4A
47141,TN,Putnam County,4A
47143,TN,Rhea County,4A
47145,TN,Roane County,4A
47147,TN,Robertson County,4A
47149,TN,Rutherford County,4A
47151,TN,Scott County,4A
47153,TN,Sequatchie County,4A
47155,TN,Sevier County,4A
47157,TN,Shelby County,4A
47159,TN,Smith County,4A
47161,TN,Stewart County,4A
47163,TN,Sullivan County,4A
47165,TN,Sumner County,4A
47167,TN,Tipton County,4A
47169,TN,Trousdale County,4A
47171,TN,Unicoi County,4A
47173,TN,Union County,4A
47175,TN,Van Buren County,4A
47177,TN,Warren County,4A
47179,TN,Washington County,4A
47181,TN,Wayne County,4A
47183,TN,Weakley County,4A
47185,TN,White County,4A
47187,TN,Williamson County,4A
47189,TN,Wilson County,4A
48001,TX,Anderson County,2A
48003,TX,Andrews County,2A
48005,TX,Angelina County,2A
48007,TX,Aransas County,2A
48009,TX,Archer County,2A
48011,TX,Armstrong County,2A
48013,TX,Atascosa County,2A
48015,TX,Austin County,2A
48017,TX,Bailey County,2A
48019,TX,Bandera County,2A
48021,TX,Bastrop County,2A
48023,TX,Baylor County,2A
48025,TX,Bee County,2A
48027,TX,Bell County,2A
48029,TX,Bexar County,2A
48031,TX,Blanco County,2A
48033,TX,Borden County,2A
48035,TX,Bosque County,2A
48037,TX,Bowie County,2A
48039,TX,Brazoria County,2A
48041,TX,Brazos County,2A
48043,TX,Brewster County,3B
48045,TX,Briscoe County,2A
48047,TX,Brooks County,2A
48049,TX,Brown County,2A
48051,TX,Burleson County,2A
48053,TX,Burnet County,2A
48055,TX,Caldwell County,2A
48057,TX,Calhoun County,2A
48059,TX,Callahan County,2A
48061,TX,Cameron County,2A
48063,TX,Camp County,2A
48065,TX,Carson County,2A
48067,TX,Cass County,2A
48069,TX,Castro County,2A
48071,TX,Chambers County,2A
48073,TX,Cherokee County,2A
48075,TX,Childress County,2A
48077,TX,Clay County,2A
48079,TX,Cochran County,2A
48081,TX,Coke County,2A
48083,TX,Coleman County,2A
48085,TX,Collin County,2A
48087,TX,Collingsworth County,2A
48089,TX,Colorado County,2A
48091,TX,Comal County,2A
48093,TX,Comanche County,2A
48095,TX,Concho County,2A
48097,TX,Cooke County,2A
48099,TX,Coryell County,2A
48101,TX,Cottle County,2A
48103,TX,Crane County,2A
48105,TX,Crockett County,2A
48107,TX,Crosby County,2A
48109,TX,Culberson County,2B
48111,TX,Dallam County,2A
48113,TX,Dallas County,2A
48115,TX,Dawson County,2A
48117,TX,Deaf Smith County,2A
48119,TX,Delta County,2A
48121,TX,Denton County,2A
48123,TX,DeWitt County,2A
48125,TX,Dickens County,2A
48127,TX,Dimmit County,2A
48129,TX,Donley County,2A
48131,TX,Duval County,2A
48133,TX,Eastland County,2A
48135,TX,Ector County,2A
48137,TX,Edwards County,2A
48139,TX,Ellis County,2A
48141,TX,El Paso County,2B
48143,TX,Erath County,2A
48145,TX,Falls County,2A
48147,TX,Fannin County,2A
48149,TX,Fayette County,2A
48151,TX,Fisher County,2A
48153,TX,Floyd County,2A
48155,TX,Foard County,2A
48157,TX,Fort Bend County,2A
48159,TX,Franklin County,2A
48161,TX,Freestone County,2A
48163,TX,Frio County,2A
48165,TX,Gaines County,2A
48167,TX,Galveston County,2A
48169,TX,Garza County,2A
48171,TX,Gillespie County,2A
48173,TX,Glasscock County,2A
48175,TX,Goliad County,2A
48177,TX,Gonzales County,2A
48179,TX,Gray County,2A
48181,TX,Grayson County,2A
48183,TX,Gregg County,2A
48185,TX,Grimes County,2A
48187,TX,Guadalupe County,2A
48189,TX,Hale County,2A
48191,TX,Hall County,2A
48193,TX,Hamilton County,2A
48195,TX,Hansford County,2A
48197,TX,Hardeman County,2A
48199,TX,Hardin County,2A
48201,TX,Harris County,2A
48203,TX,Harrison County,2A
48205,TX,Hartley County,2A
48207,TX,Haskell County,2A
48209,TX,Hays County,2A
48211,TX,Hemphill County,2A
48213,TX,Henderson County,2A
48215,TX,Hidalgo County,2A
48217,TX,Hill County,2A
48219,TX,Hockley County,2A
48221,TX,Hood County,2A
48223,TX,Hopkins County,2A
48225,TX,Houston County,2A
48227,TX,Howard County,2A
48229,TX,Hudspeth County,2B
48231,TX,Hunt County,2A
48233,TX,Hutchinson County,2A
48235,TX,Irion County,2A
48237,TX,Jack County,2A
48239,TX,Jackson County,2A
48241,TX,Jasper County,2A
48243,TX,Jeff Davis County,2B
48245,TX,Jefferson County,2A
48247,TX,Jim Hogg County,2A
48249,TX,Jim Wells County,2A
48251,TX,Johnson County,2A
48253,TX,Jones County,2A
48255,TX,Karnes County,2A
48257,TX,Kaufman County,2A
48259,TX,Kendall County,2A
48261,TX,Kenedy County,2A
48263,TX,Kent County,2A
48265,TX,Kerr County,2A
48267,TX,Kimble County,2A
48269,TX,King County,2A
48271,TX,Kinney County,2A
48273,TX,Kleberg County,2A
48275,TX,Knox County,2A
48277,TX,Lamar County,2A
48279,TX,Lamb County,2A
48281,TX,Lampasas County,2A
48283,TX,La Salle County,2A
48285,TX,Lavaca County,2A
48287,TX,Lee County,2A
48289,TX,Leon County,2A
48291,TX,Liberty County,2A
48293,TX,Limestone County,2A
48295,TX,Lipscomb County,2A
48297,TX,Live Oak County,2A
48299,TX,Llano County,2A
48301,TX,Loving County,2A
48303,TX,Lubbock County,2A
48305,TX,Lynn County,2A
48307,TX,McCulloch County,2A
48309,TX,McLennan County,2A
48311,TX,McMullen County,2A
48313,TX,Madison County,2A
48315,TX,Marion County,2A
48317,TX,Martin County,2A
48319,TX,Mason County,2A
48321,TX,Matagorda County,2A
48323,TX,Maverick County,2A
48325,TX,Medina County,2A
48327,TX,Menard County,2A
48329,TX,Midland County,2A
48331,TX,Milam County,2A
48333,TX,Mills County,2A
48335,TX,Mitchell County,2A
48337,TX,Montague County,2A
48339,TX,Montgomery County,2A
48341,TX,Moore County,2A
48343,TX,Morris County,2A
48345,TX,Motley County,2A
48347,TX,Nacogdoches County,2A
48349,TX,Navarro County,2A
48351,TX,Newton County,2A
48353,TX,Nolan County,2A
48355,TX,Nueces County,2A
48357,TX,Ochiltree County,2A
48359,TX,Oldham County,2A
48361,TX,Orange County,2A
48363,TX,Palo Pinto County,2A
48365,TX,Panola County,2A
48367,TX,Parker County,2A
48369,TX,Parmer County,2A
48371,TX,Pecos County,2A
48373,TX,Polk County,2A
48375,TX,Potter County,2A
48377,TX,Presidio County,2B
48379,TX,Rains County,2A
48381,TX,Randall County,2A
48383,TX,Reagan County,2A
48385,TX,Real County,2A
48387,TX,Red River County,2A
48389,TX,Reeves County,3B
48391,TX,Refugio County,2A
48393,TX,Roberts County,2A
48395,TX,Robertson County,2A
48397,TX,Rockwall County,2A
48399,TX,Runnels County,2A
48401,TX,Rusk County,2A
48403,TX,Sabine County,2A
48405,TX,San Augustine County,2A
48407,TX,San Jacinto County,2A
48409,TX,San Patricio County,2A
48411,TX,San Saba County,2A
48413,TX,Schleicher County,2A
48415,TX,Scurry County,2A
48417,TX,Shackelford County,2A
48419,TX,Shelby County,2A
48421,TX,Sherman County,2A
48423,TX,Smith County,2A
48425,TX,Somervell County,2A
48427,TX,Starr County,2A
48429,TX,Stephens County,2A
48431,TX,Sterling County,2A
48433,TX,Stonewall County,2A
48435,TX,Sutton County,2A
48437,TX,Swisher County,2A
48439,TX,Tarrant County,2A
48441,TX,Taylor County,2A
48443,TX,Terrell County,3B
48445,TX,Terry County,2A
48447,TX,Throckmorton County,2A
48449,TX,Titus County,2A
48451,TX,Tom Green County,2A
48453,TX,Travis County,2A
48455,TX,Trinity County,2A
48457,TX,Tyler County,2A
48459,TX,Upshur County,2A
48461,TX,Upton County,2A
48463,TX,Uvalde County,2A
48465,TX,Val Verde County,2A
48467,TX,Van Zandt County,2A
48469,TX,Victoria County,2A
48471,TX,Walker County,2A
48473,TX,Waller County,2A
48475,TX,Ward County,2A
48477,TX,Washington County,2A
48479,TX,Webb County,2A
48481,TX,Wharton County,2A
48483,TX,Wheeler County,2A
48485,TX,Wichita County,2A
48487,TX,Wilbarger County,2A
48489,TX,Willacy County,2A
48491,TX,Williamson County,2A
48493,TX,Wilson County,2A
48495,TX,Winkler County,2A
48497,TX,Wise County,2A
48499,TX,Wood County,2A
48501,TX,Yoakum County,2A
48503,TX,Young County,2A
48505,TX,Zapata County,2A
48507,TX,Zavala County,2A
49001,UT,Beaver County,4B
49003,UT,Box Elder County,4B
49005,UT,Cache County,4B
49007,UT,Carbon County,4B
49009,UT,Daggett County,4B
49011,UT,Davis County,4B
49013,UT,Duchesne County,4B
49015,UT,Emery County,4B
49017,UT,Garfield County,4B
49019,UT,Grand County,4B
49021,UT,Iron County,4B
49023,UT,Juab County,4B
49025,UT,Kane County,4B
49027,UT,Millard County,4B
49029,UT,Morgan County,4B
49031,UT,Piute County,4B
49033,UT,Rich County,4B
49035,UT,Salt Lake County,4B
49037,UT,San Juan County,4B
49039,UT,Sanpete County,4B
49041,UT,Sevier County,4B
49043,UT,Summit County,4B
49045,UT,Tooele County,4B
49047,UT,Uintah County,4B
49049,UT,Utah County,4B
49051,UT,Wasatch County,4B
49053,UT,Washington County,4B
49055,UT,Wayne County,4B
49057,UT,Weber County,4B
50001,VT,Addison County,6A
50003,VT,Bennington County,6A
50005,VT,Caledonia County,6A
50007,VT,Chittenden County,6A
50009,VT,Essex County,6A
50011,VT,Franklin County,6A
50013,VT,Grand Isle County,6A
50015,VT,Lamoille County,6A
50017,VT,Orange County,6A
50019,VT,Orleans County,6A
50021,VT,Rutland County,6A
50023,VT,Washington County,6A
50025,VT,Windham County,6A
50027,VT,Windsor County,6A
51001,VA,Accomack County,4A
51003,VA,Albemarle County,4A
51005,VA,Alleghany County,4A
51007,VA,Amelia County,4A
51009,VA,Amherst County,4A
51011,VA,Appomattox County,4A
51013,VA,Arlington County,4A
51015,VA,Augusta County,4A
51017,VA,Bath County,4A
51019,VA,Bedford County,4A
51021,VA,Bland County,4A
51023,VA,Botetourt County,4A
51025,VA,Brunswick County,4A
51027,VA,Buchanan County,4A
51029,VA,Buckingham County,4A
51031,VA,Campbell County,4A
51033,VA,Caroline County,4A
51035,VA,Carroll County,4A
51036,VA,Charles City County,4A
51037,VA,Charlotte County,4A
51041,VA,Chesterfield County,4A
51043,VA,Clarke County,4A
51045,VA,Craig County,4A
51047,VA,Culpeper County,4A
51049,VA,Cumberland County,4A
51051,VA,Dickenson County,4A
51053,VA,Dinwiddie County,4A
51057,VA,Essex County,4A
51059,VA,Fairfax County,4A
51061,VA,Fauquier County,4A
51063,VA,Floyd County,4A
51065,VA,Fluvanna County,4A
51067,VA,Franklin County,4A
51069,VA,Frederick County,4A
51071,VA,Giles County,4A
51073,VA,Gloucester County,4A
51075,VA,Goochland County,4A
51077,VA,Grayson County,4A
51079,VA,Greene County,4A
51081,VA,Greensville County,4A
51083,VA,Halifax County,4A
51085,VA,Hanover County,4A
51087,VA,Henrico County,4A
51089,VA,Henry County,4A
51091,VA,Highland County,4A
51093,VA,Isle of Wight County,4A
51095,VA,James City County,4A
51097,VA,King and Queen County,4A
51099,VA,King George County,4A
51101,VA,King William County,4A
51103,VA,Lancaster County,4A
51105,VA,Lee County,4A
51107,VA,Loudoun County,4A
51109,VA,Louisa County,4A
51111,VA,Lunenburg County,4A
51113,VA,Madison County,4A
51115,VA,Mathews County,4A
51117,VA,Mecklenburg County,4A
51119,VA,Middlesex County,4A
51121,VA,Montgomery County,4A
51125,VA,Nelson County,4A
51127,VA,New Kent County,4A
51131,VA,Northampton County,4A
51133,VA,Northumberland County,4A
51135,VA,Nottoway County,4A
51137,VA,Orange County,4A
51139,VA,Page County,4A
51141,VA,Patrick County,4A
51143,VA,Pittsylvania County,4A
51145,VA,Powhatan County,4A
51147,VA,Prince Edward County,4A
51149,VA,Prince George County,4A
51153,VA,Prince William County,4A
51155,VA,Pulaski County,4A
51157,VA,Rappahannock County,4A
51159,VA,Richmond County,4A
51161,VA,Roanoke County,4A
51163,VA,Rockbridge County,4A
51165,VA,Rockingham County,4A
51167,VA,Russell County,4A
51169,VA,Scott County,4A
51171,VA,Shenandoah County,4A
51173,VA,Smyth County,4A
51175,VA,Southampton County,4A
51177,VA,Spotsylvania County,4A
51179,VA,Stafford County,4A
51181,VA,Surry County,4A
51183,VA,Sussex County,4A
51185,VA,Tazewell County,4A
51187,VA,Warren County,4A
51191,VA,Washington County,4A
51193,VA,Westmoreland County,4A
51195,VA,Wise County,4A
51197,VA,Wythe County,4A
51199,VA,York County,4A
51510,VA,Alexandria city,4A
51520,VA,Bristol city,4A
51530,VA,Buena Vista city,4A
51540,VA,Charlottesville city,4A
51550,VA,Chesapeake city,4A
51570,VA,Colonial Heights city,4A
51580,VA,Covington city,4A
51590,VA,Danville city,4A
51595,VA,Emporia city,4A
51600,VA,Fairfax city,4A
51610,VA,Falls Church city,4A
51620,VA,Franklin city,4A
51630,VA,Fredericksburg city,4A
51640,VA,Galax city,4A
51650,VA,Hampton city,4A
51660,VA,Harrisonburg city,4A
51670,VA,Hopewell city,4A
51678,VA,Lexington city,4A
51680,VA,Lynchburg city,4A
51683,VA,Manassas city,4A
51685,VA,Manassas Park city,4A
51690,VA,Martinsville city,4A
51700,VA,Newport News city,4A
51710,VA,Norfolk city,4A
51720,VA,Norton city,4A
51730,VA,Petersburg city,4A
51735,VA,Poquoson city,4A
51740,VA,Portsmouth city,4A
51750,VA,Radford city,4A
51760,VA,Richmond city,4A
51770,VA,Roanoke city,4A
51775,VA,Salem city,4A
51790,VA,Staunton city,4A
51800,VA,Suffolk city,4A
51810,VA,Virginia Beach city,4A
51820,VA,Waynesboro city,4A
51830,VA,Williamsburg city,4A
51840,VA,Winchester city,4A
53001,WA,Adams County,5B
53003,WA,Asotin County,5B
53005,WA,Benton County,4C
53007,WA,Chelan County,4C
53009,WA,Clallam County,4C
53011,WA,Clark County,4C
53013,WA,Columbia County,5B
53015,WA,Cowlitz County,4C
53017,WA,Douglas County,5B
53019,WA,Ferry County,5B
53021,WA,Franklin County,5B
53023,WA,Garfield County,5B
53025,WA,Grant County,5B
53027,WA,Grays Harbor County,4C
53029,WA,Island County,4C
53031,WA,Jefferson County,4C
53033,WA,King County,4C
53035,WA,Kitsap County,4C
53037,WA,Kittitas County,5B
53039,WA,Klickitat County,5B
53041,WA,Lewis County,4C
53043,WA,Lincoln County,5B
53045,WA,Mason County,4C
53047,WA,Okanogan County,5B
53049,WA,Pacific County,4C
53051,WA,Pend Oreille County,5B
53053,WA,Pierce County,4C
53055,WA,San Juan County,4C
53057,WA,Skagit County,4C
53059,WA,Skamania County,4C
53061,WA,Snohomish County,4C
53063,WA,Spokane County,5B
53065,WA,Stevens County,5B
53067,WA,Thurston County,4C
53069,WA,Wahkiakum County,4C
53071,WA,Walla Walla County,5B
53073,WA,Whatcom County,4C
53075,WA,Whitman County,5B
53077,WA,Yakima County,5B
54001,WV,Barbour County,4A
54003,WV,Berkeley County,4A
54005,WV,Boone County,4A
54007,WV,Braxton County,4A
54009,WV,Brooke County,4A
54011,WV,Cabell County,4A
54013,WV,Calhoun County,4A
54015,WV,Clay County,4A
54017,WV,Doddridge County,4A
54019,WV,Fayette County,4A
54021,WV,Gilmer County,4A
54023,WV,Grant County,4A
54025,WV,Greenbrier County,4A
54027,WV,Hampshire County,4A
54029,WV,Hancock County,4A
54031,WV,Hardy County,4A
54033,WV,Harrison County,4A
54035,WV,Jackson County,4A
54037,WV,Jefferson County,4A
54039,WV,Kanawha County,4A
54041,WV,Lewis County,4A
54043,WV,Lincoln County,4A
54045,WV,Logan County,4A
54047,WV,McDowell County,4A
54049,WV,Marion County,4A
54051,WV,Marshall County,4A
54053,WV,Mason County,4A
54055,WV,Mercer County,4A
54057,WV,Mineral County,4A
54059,WV,Mingo County,4A
54061,WV,Monongalia County,4A
54063,WV,Monroe County,4A
54065,WV,Morgan County,4A
54067,WV,Nicholas County,4A
54069,WV,Ohio County,4A
54071,WV,Pendleton County,4A
54073,WV,Pleasants County,4A
54075,WV,Pocahontas County,4A
54077,WV,Preston County,4A
54079,WV,Putnam County,4A
54081,WV,Raleigh County,4A
54083,WV,Randolph County,4A
54085,WV,Ritchie County,4A
54087,WV,Roane County,4A
54089,WV,Summers County,4A
54091,WV,Taylor County,4A
54093,WV,Tucker County,4A
54095,WV,Tyler County,4A
54097,WV,Upshur County,4A
54099,WV,Wayne County,4A
54101,WV,Webster County,4A
54103,WV,Wetzel County,4A
54105,WV,Wirt County,4A
54107,WV,Wood County,4A
54109,WV,Wyoming County,4A
55001,WI,Adams County,6A
55003,WI,Ashland County,7
55005,WI,Barron County,6A
55007,WI,Bayfield County,6A
55009,WI,Brown County,6A
55011,WI,Buffalo County,6A
55013,WI,Burnett County,7
55015,WI,Calumet County,6A
55017,WI,Chippewa County,6A
55019,WI,Clark County,6A
55021,WI,Columbia County,6A
55023,WI,Crawford County,6A
55025,WI,Dane County,6A
55027,WI,Dodge County,6A
55029,WI,Door County,6A
55031,WI,Douglas County,6A
55033,WI,Dunn County,6A
55035,WI,Eau Claire County,6A
55037,WI,Florence County,6A
55039,WI,Fond du Lac County,6A
55041,WI,Forest County,6A
55043,WI,Grant County,6A
55045,WI,Green County,6A
55047,WI,Green Lake County,6A
55049,WI,Iowa County,6A
55051,WI,Iron County,6A
55053,WI,Jackson County,6A
55055,WI,Jefferson County,6A
55057,WI,Juneau County,6A
55059,WI,Kenosha County,6A
55061,WI,Kewaunee County,6A
55063,WI,La Crosse County,6A
55065,WI,Lafayette County,6A
55067,WI,Langlade County,6A
55069,WI,Lincoln County,6A
55071,WI,Manitowoc County,6A
55073,WI,Marathon County,6A
55075,WI,Marinette County,6A
55077,WI,Marquette County,6A
55078,WI,Menominee County,7
55079,WI,Milwaukee County,6A
55081,WI,Monroe County,6A
55083,WI,Oconto County,6A
55085,WI,Oneida County,6A
55087,WI,Outagamie County,6A
55089,WI,Ozaukee County,6A
55091,WI,Pepin County,6A
55093,WI,Pierce County,6A
55095,WI,Polk County,6A
55097,WI,Portage County,6A
55099,WI,Price County,6A
